N,P,K,temperature,humidity,ph,rainfall,label
57,58,69,24.307946539265316,87.4701669678495,6.2326289844657925,186.94290282157974,0
95,72,36,27.015756999179484,89.2856092496425,6.366907554815018,206.3161664501869,0
84,49,66,30.97365865790932,78.67891600795974,6.946765238329642,219.75142762896414,0
69,68,82,31.753431334790704,84.5092172181551,6.705094842491941,290.6947847150841,0
68,75,40,29.89409421913586,72.48654176536049,5.336236256798592,221.24264478956223,0
99,67,39,22.74821205194973,73.15370145751734,6.059762522177053,297.7955748430928,0
89,37,69,22.087061470625436,64.66714310607907,5.414545958135335,244.58714123746384,0
105,39,68,25.655957010039668,70.61090059742202,5.604958058335853,296.3059915719631,0
75,51,33,23.46921923583771,70.27935439567565,6.72931784371628,173.2387966715164,0
71,31,60,25.024195112785364,76.90225093451562,6.60760978096695,170.57227322291146,0
87,39,69,20.732615443294563,59.350694855451245,5.506281812096244,68.71217008226898,1
72,46,30,22.136256514922607,59.19390404128461,7.144762422370709,62.84893634986842,1
83,38,51,24.52505468669207,67.22862725270633,6.834424674388362,98.8524642825878,1
64,44,44,22.842204348275125,75.203242353176,7.478902261930113,104.47596555218816,1
69,55,56,22.70484127405683,64.1260206866953,6.812110043951408,87.9789427232671,1
87,48,89,21.252634011604677,75.79384024434937,6.3136096019034476,76.41165528391697,1
53,54,61,19.13401825077595,55.89257647616052,7.402889651326184,68.77458136906787,1
68,42,86,22.616073499669284,76.08818247424333,6.305551666465799,108.51176722074385,1
57,54,42,23.9550053366627,54.23670630119449,6.641754833678952,69.26351776916619,1
79,32,57,22.416885060411243,62.196703514243126,7.306381557668859,90.19254912701389,1
87,37,84,23.141344229433876,54.29003367997179,6.2490964867591625,99.8866131674107,1
52,41,78,24.565173928484974,67.19669583348775,6.175298603998469,109.42608239977233,1
90,60,50,25.866645959746666,57.4900685822069,6.026494693036023,60.03266953806498,1
91,49,81,24.752391875449582,54.56145702273476,6.416647189175151,77.56096936743904,1
66,53,87,20.133762376656062,78.45508829654584,7.38933146434219,90.49707792980259,1
75,42,68,18.05791690347116,73.17548858238212,6.904976683176938,90.7626826641207,1
67,46,59,26.996019329253947,73.08346682246142,6.295731406034855,101.37765261370234,1
62,50,59,19.840035352178457,60.21234668342779,6.52116151491912,90.75645702706,1
58,39,73,22.511480801631564,51.50729029468946,5.569823105312448,87.5579980958186,1
58,30,73,18.224744959053446,63.47116303790378,5.974957113504515,62.480718666941875,1
82,43,86,23.474875500069945,58.43149250500667,5.846992100710044,78.98757614596587,1
89,40,68,19.129376671192357,73.18314258995238,5.9738666498132975,93.86965649444363,1
70,69,52,26.346196625276676,60.97657428670641,6.136099145101838,97.47130029904044,1
57,64,80,21.105753709619105,50.903116166339565,7.4229846491482245,93.39339533504068,1
68,68,57,23.375631783181223,69.60150495436042,5.884619792067255,74.78272708062427,1
87,66,80,22.55697278418841,60.51239750030592,7.32586200954938,76.98851211494218,1
62,61,46,24.35621546299736,68.68068622849393,7.480217692173731,75.59397178818627,1
84,69,85,21.985183228893636,57.83145578704544,6.186773404355288,101.72858951278138,1
61,37,53,21.35258038398119,77.85891686346181,5.623616921378446,64.61802640556893,1
65,41,60,19.354250439053978,79.042291443522,6.393429054517041,85.07589801750832,1
73,38,55,23.82764818359027,58.1912185798342,5.854385002022382,74.71333683185571,1
52,56,45,25.0578555692874,63.87173530737622,7.2299252102304035,72.47291021466161,1
96,63,52,25.961281994066525,76.86688544395517,7.318350528107171,75.69390382575136,1
97,30,83,19.715488497670048,55.538973720421076,6.184215241727188,81.49788098899108,1
98,51,50,24.61433262655405,65.94364742567916,6.075890685351985,84.64097922664124,1
95,44,75,23.690143357810747,67.50815111024299,6.280240469376679,77.75658238769063,1
92,52,33,23.232753950238184,53.17559707633727,7.246038788059432,86.15715103485826,1
52,69,79,23.04521828100944,78.27977530899892,5.665468079247342,72.6968885961848,1
54,66,85,18.82951162625189,67.55235326618609,5.952550501633199,104.78489815996862,1
51,30,69,18.29199101442468,69.76152916181067,6.564583751902909,65.16325044375242,1
75,42,88,24.73344743748917,66.83767034224772,5.992488321941201,81.17739579959482,1
79,38,68,26.727512695181794,62.937016093746735,6.195037590627509,62.51747634846766,1
74,41,30,22.12136094990625,56.79564878108317,6.727940612650466,72.64290591250555,1
91,50,44,25.386265446901014,64.32051194367205,6.201638218670031,78.12798982795474,1
96,46,46,23.015795177828778,54.68107434019931,7.169181905190544,77.9167328335837,1
94,35,64,19.991148268014577,61.429738210051994,7.116811477787381,101.18118053744868,1
76,42,78,20.48181663997153,56.12740276736503,5.533512608984765,93.95995756005847,1
98,52,54,23.415139476164665,78.1132683475903,6.123604273911537,72.48860812232599,1
99,47,33,23.059699299580725,71.44259829331838,5.636900905132034,80.88334979084973,1
64,48,72,18.39636341449618,70.80005461204121,6.796471794764194,71.57400479564942,1
84,61,87,25.50279609427655,74.44013014129968,6.723662040206443,78.67289725663527,1
92,30,64,21.194079151378986,62.39517551623159,6.851645850208147,92.90799121487868,1
97,44,76,20.59204811331637,66.68984021771237,5.558310372044178,105.36244721782029,1
53,55,57,22.664485588028818,71.30344299011838,5.691458109488795,75.88473487735811,1
64,60,38,20.817451305568323,75.094954718541,5.600428863380911,83.23065844044854,1
88,45,64,18.82236694374368,59.44477488054947,5.586104805431337,99.04819318222177,1
88,63,72,26.042351278051186,69.74164951583663,5.51611820668424,107.15874114806425,1
95,33,58,26.235546592655,57.53507802645204,7.188424650572286,84.2010286254702,1
81,38,66,26.11424704758361,56.45613439199578,7.268710300911507,87.97027128636785,1
91,40,72,26.80519308351171,78.97241629459242,6.29031059494461,96.4185427169823,1
54,61,51,25.38384138233118,63.21720584036922,5.764809226992909,79.11261259887291,1
60,42,88,25.021703416346956,79.92868466754156,5.8822641768977935,82.98254098297862,1
67,38,52,18.591229048406934,76.61357951671096,6.339697395372635,84.84477592500244,1
72,59,54,19.442030408788558,55.12809207262545,6.3362895763255995,97.86414891377504,1
63,59,84,25.24467357359329,51.57173886784584,5.819249802864334,76.78116364889559,1
59,64,40,18.213369782800665,75.04841617083211,7.449381192097103,66.77297683973454,1
51,41,86,21.776646445261292,51.51867416807222,5.578783667385639,88.69749330345053,1
67,64,82,24.580416100094254,78.4026810552111,7.063230958392798,75.68532560260326,1
96,41,89,21.57915972989749,79.21401240071448,6.588397325007405,73.76195905185041,1
76,44,37,26.138189622668087,61.241659115221296,6.59973712555241,62.52865519121144,1
61,42,72,25.250839248270076,56.729556765605786,5.952158142021125,100.86526561066184,1
54,55,45,19.739244737107512,51.51677563878617,6.752914039353854,74.3663358254451,1
72,45,43,24.77221503827845,51.538815469436464,6.485070761428578,82.105351733986,1
52,44,65,24.244250012706708,66.5828710410075,5.932501056373058,70.42941838705254,1
86,56,84,19.385099142243963,54.47748409224422,6.036348735489827,78.05373631705186,1
71,61,45,19.541654620395033,74.82069664478436,6.669677263377764,76.87662329419095,1
83,42,72,23.773540331306265,57.79484413820899,7.272172217627032,104.78449721333082,1
85,38,68,19.00023432598811,69.44315103602369,7.250236089116094,99.52602551358368,1
69,38,61,25.419154025244147,61.90976486622422,5.8126339414177215,96.89754736987962,1
86,51,87,18.314453217653895,79.69269240228004,5.560042664298144,82.22641265250797,1
80,36,33,26.795519393098026,73.81454311724119,6.818845924163995,88.89035251255423,1
80,48,60,22.209130912363893,68.58169908099507,6.322380951738982,81.3743227045134,1
73,46,61,25.655170752136044,56.04585134018939,7.368866077506883,94.45438268741148,1
50,40,84,18.895918615278976,68.09576496844002,6.5472010943052235,72.67920584981846,1
66,62,40,26.92766472514779,58.822023865303336,5.920637112571587,98.26816819290204,1
51,53,33,18.92558332941729,53.77865589138075,7.458303110201231,93.69194491350024,1
94,32,41,19.36597868865992,76.68729854991477,7.387856566952916,98.2914519617455,1
51,59,49,20.483304249424922,73.05743992739606,5.952544860006372,94.61771530772072,1
89,62,42,23.95026610585827,69.56706059397322,6.002160207330336,92.52126244119322,1
94,51,86,25.64501765603162,51.34990463706273,6.968302518083292,77.0659322975026,1
75,54,31,21.702371142713304,53.79159267217001,5.555687815154827,91.13661411464166,1
83,49,68,23.682377934434257,62.79195070404867,6.596290405456044,68.73235929481648,1
76,31,60,25.249733222184513,61.93652526671069,7.1119578017351675,89.60084213945314,1
69,68,53,21.26478240359237,66.40088984889019,7.179640704406976,66.3742840070123,1
83,41,51,19.289533128323768,71.44156500506108,6.08670684288202,86.27351536779466,1
65,65,85,25.129720753215086,70.29083203618173,6.859266364790287,107.29623220160433,1
52,52,61,24.80700842624598,52.45001827580289,7.348574141589323,76.29117303852424,1
63,68,60,18.382229183308798,70.53878582794898,7.305411020890713,101.86315035692544,1
56,61,44,18.849770078944328,74.94554999336671,7.336795084163116,92.48940233821497,1
94,56,81,23.8041261476312,58.64754731502106,6.097565742108503,104.56000365318012,1
80,64,46,22.98921013094732,54.44652386297974,5.68419750839918,100.763816554528,1
62,49,64,26.089091007636128,66.59335913175114,7.124516241980684,79.20213191955503,1
51,34,89,20.031549514552147,61.69699238873242,6.4600947546201715,66.90077435100258,1
81,40,68,26.886025427215912,63.32310670719856,6.563743533010033,103.68092643686077,1
84,49,75,22.17432824754912,59.60081949687176,6.452922542478799,75.91520473461736,1
51,58,49,24.13972520329589,59.457183039483525,5.766419848273257,91.61981282327542,1
84,34,56,19.076057979768507,67.17928559346754,6.013486992619516,100.20478348167964,1
68,67,56,23.57255461829253,55.59919819393048,5.551379289738817,74.22706928384669,1
96,51,72,19.76621145035549,53.76649369695431,7.426959894948655,65.40222796882036,1
75,52,72,20.50060646885909,73.14536185995463,6.8038017311249215,101.62085917051263,1
61,44,60,18.60024493264904,51.442769312361065,6.091330078543239,106.62722946762254,1
83,48,35,20.270807343627183,59.233127158794474,6.727275805978768,104.89676467218685,1
89,37,88,19.221194860130513,76.80905760038401,5.649276862158858,105.38677165887563,1
53,54,41,24.315644464895314,66.69393912046466,6.217243163907183,105.56695950393154,1
95,53,45,18.51193257999882,72.99581948664881,6.904214908227585,76.56761093681585,1
53,40,61,24.80628412280191,63.625509882101184,6.324559455663331,106.73649577441505,1
72,52,79,23.260888019335123,79.07965436852537,6.255678427454374,63.10183818143908,1
68,62,65,19.494472693333826,51.83314002858897,6.4986058920286505,65.31686486741135,1
95,59,81,21.6063375015102,53.45438535185603,7.266547202852448,80.7412827760676,1
91,67,52,21.734643924717126,71.91477432446898,5.770710869946568,69.8819610295565,1
59,39,86,23.416260605509024,67.4520994226356,6.302923558178087,76.90422046831307,1
50,63,33,24.609291088429966,56.2649280648377,5.617130610569068,87.61830689086172,1
79,38,64,19.048300647060035,57.62783694334594,6.090935849253519,86.49851705107103,1
92,56,61,26.172166908794964,61.88937876494661,6.092651603799601,67.173472850901,1
96,60,33,23.529600066881915,65.70990248163832,6.138246979640925,83.49576860167977,1
90,33,59,18.72168081130902,64.30516633199373,6.760186253723327,101.43264530591446,1
67,55,82,19.75677448114694,70.35473505951744,6.146199403332675,109.38747695495942,1
75,35,35,23.430007765908314,74.05052879573915,6.439037330691267,81.13280168944792,1
86,59,86,26.055587599661212,54.474224778192124,7.071850552417827,90.8965779923149,1
88,38,83,18.775189251573124,74.43160337806285,6.060669505102825,66.60898288769359,1
64,31,81,18.216991740678,53.493767914451375,5.7541924804368785,69.46418229580047,1
67,67,66,26.149849541360112,75.06117590852739,5.893775743551367,82.05752761153161,1
67,33,78,22.531922833606977,52.043270741705676,5.936348659186546,106.76890806535587,1
91,54,84,23.38706693895984,62.42423204646999,7.415891719852275,87.05569124394223,1
77,61,57,18.12897815280301,64.35006445011668,5.542042213452435,100.98047765329,1
54,52,34,24.873230424152887,65.70204112766025,5.953545250639292,93.32609883465175,1
64,36,58,18.111069414543365,54.288826328022566,6.984587076340525,72.20808043580764,1
84,35,41,21.580140968361885,65.35122341344102,6.46658856993265,79.13920502015202,1
69,33,80,18.55837275260899,52.13467036633729,6.647731699354193,88.30092124439105,1
97,38,89,20.322935362444216,53.4062192697886,7.335086019307489,98.89056222292254,1
83,51,53,22.724099880532545,63.53579574352171,6.160782947331233,89.46073071739278,1
57,54,79,19.528983658971516,53.80833241264918,5.746567558597894,85.9280844332867,1
90,65,86,18.531952387880892,70.72178945339789,6.957572444513152,62.34864955490699,1
62,43,57,18.690822556998643,50.12562330883873,6.840868667593835,92.09097584007176,1
76,61,76,21.723108110867344,69.58918765723818,6.6592381944562735,61.11092410127902,1
83,32,55,23.39423752537949,71.85968852709809,6.130727486532235,79.65735647470076,1
62,34,54,18.458773893201982,68.52587345186934,5.915566841923383,89.3848509143773,1
94,41,76,21.93346369657969,68.83236244692009,6.794915881491092,102.18775219936468,1
88,55,75,26.654542263415493,71.90730003073604,6.479740953435489,91.53587222459646,1
92,51,52,18.15008232140855,55.84320493061678,7.1209364344309325,73.63253236562423,1
82,48,57,25.237490084854958,75.99269550619101,5.619234650689318,94.60252765198724,1
83,64,69,22.937295735492196,62.082184542404924,6.539223351606015,109.82631543993097,1
65,57,77,24.920280401140516,79.82244963936726,5.52215710518862,96.50867266553382,1
71,50,55,26.163377643735195,79.7459832748216,5.9166307800170355,77.7719668682031,1
72,52,61,21.220301244020337,67.81341895830357,6.651186857280164,68.07289170321201,1
88,52,56,23.132582448582514,56.303215787370554,6.9845427845045736,61.259954741053484,1
91,36,79,18.389837459288806,70.9801839875793,6.161122004612581,97.2368363914605,1
80,50,55,22.618575740538322,53.915136789123196,6.381078319745989,75.86527387102433,1
77,46,57,22.623370696937744,58.645535778785884,5.512928715579421,84.8119610950407,1
87,35,74,20.86820643591471,53.140279116066,5.757192971921105,88.69252989875133,1
82,53,48,23.631137210352172,66.51595041788677,6.3147310484256645,86.06885107368706,1
50,65,54,18.203080605348124,75.84994654097304,6.654234164775813,104.53292277309211,1
83,58,48,25.275553940736206,68.34939258169977,6.0914951251900415,72.78718507741502,1
91,48,62,20.419178535271783,55.95933730692217,5.993714055191466,75.32077246755182,1
94,35,50,21.83849772517675,68.46262339462507,5.663149851222732,64.389411852908,1
91,39,59,24.434095806821823,67.36932939662435,5.529217994217766,78.01877461815853,1
80,44,33,23.8444093821296,70.06629593122057,7.097311560713273,106.63764695301566,1
65,44,64,23.016644678827685,71.21045882817772,6.82513583547757,100.38589099907398,1
96,31,58,26.385663629848572,79.90848252235008,6.94031492186188,74.36106046025753,1
57,32,77,20.877688758669255,51.7135149011133,5.7752594687967225,60.04647084349806,1
86,42,65,22.50052433271978,70.24679609162465,5.97813276815006,97.90202105056082,1
56,31,83,21.696143697092545,56.29070832290603,7.453122046645809,92.28012885292058,1
72,58,43,21.365524210311605,76.58864649367153,5.80274234252655,67.59430861683151,1
69,46,74,24.045379733196548,71.87929401431619,6.65012114691763,70.34089465666982,1
55,32,87,19.32504366969465,56.197430486653424,6.12653295316122,91.80342101761129,1
71,48,76,26.29362052716676,74.36232833026037,7.150422742519262,99.75290088030656,1
93,64,84,19.288452220300737,69.7314844182786,6.783137133369989,61.27848995448673,1
98,54,45,22.375562886943946,53.27040846922786,5.997079641854852,75.84713108836407,1
68,46,74,25.728283091201163,75.71692812109373,7.029301900769747,67.33475570075908,1
73,47,52,25.67996294902909,59.84480217060823,5.6075446233239665,93.46784921203741,1
60,55,80,20.754424496058945,51.910543025075505,5.854254288396508,60.25698137927802,1
75,50,83,23.96082364857648,72.55475437870044,7.123892469275766,107.2874851112965,1
81,51,88,25.229204141983256,79.5968934234323,6.6956799736913695,64.09828673218311,1
53,64,88,23.745155196783884,59.214369443126344,7.219359170160666,107.97360914777059,1
65,67,36,21.45057426952433,55.048357655231385,7.1728843849397395,87.44548158200358,1
99,65,66,22.600022746405504,68.12938946720959,6.421796676413164,101.43544919090033,1
81,32,81,26.40479348561624,62.06671204541337,6.437579761013582,95.28176981844908,1
80,60,46,20.73817677444476,54.17740533782329,6.724017059918911,75.31504984437687,1
99,44,44,26.652749576778447,70.37487704958689,6.762751955286753,73.52796282439957,1
52,42,70,19.190591528859343,79.3276988103513,6.665257292080732,109.77370761734072,1
98,42,30,18.505458089129817,57.66917281386085,6.5551272979988395,68.5798183532595,1
67,36,58,18.299411740524224,53.65664247596811,6.331722678815895,63.156495460398325,1
76,31,46,22.06139952665803,76.07524572209262,6.560124910103465,83.39902312390217,1
71,64,66,25.382279870504007,69.46241341685055,6.337939547559049,82.90143082919343,1
51,33,50,23.94718676721819,72.39088652939725,6.123143479164458,102.28267611386713,1
54,49,45,21.387734662686245,67.1228444287722,6.457409715931045,103.10380712882986,1
51,38,72,26.235013839727745,75.31638233692787,6.984584462973894,68.39072978230143,1
87,62,47,24.50506140559369,56.9552387514418,6.911125423299382,75.38514066949219,1
67,56,72,24.69625722312909,71.33002885849433,5.968998955348187,97.4689508362078,1
55,45,63,18.48447472417613,55.6962598728776,5.577915692696928,79.59054473085858,1
67,42,78,21.997650661905297,70.26760320702317,6.517788140139761,103.07228430106622,1
72,59,87,22.814700060685,51.13093174744559,7.116135634232045,76.03622622299788,1
56,69,35,20.23744396151976,66.15184937860873,7.4842712789571655,102.87653038759618,1
92,58,50,22.811948307679714,75.76284289516111,6.1517626852315805,107.70211325390429,1
55,49,53,18.61783799533085,79.75667587842474,7.4027937239582124,66.85104550181603,1
96,36,48,21.85339655727108,51.84275387779498,5.947849175593179,78.16363981994498,1
78,51,40,26.147690991094642,64.7887091496758,6.160311900631209,65.34003520011818,1
80,59,77,24.380092014959843,79.81351926134516,6.129257817870398,93.70087674419837,1
64,51,32,23.714159932378465,53.715380801174526,5.641071275185913,105.47147518429382,1
50,50,58,19.067945530270848,55.15629536407773,6.453052941664475,96.89402075843711,1
65,69,55,22.606024109125325,73.0832773826467,7.369591034985566,105.46010681032436,1
72,36,73,23.453335758728226,65.11125161252212,7.256831726089923,107.62583948422993,1
63,43,45,19.43891787029797,70.73739991357968,5.835133078609013,75.51542410522738,1
86,41,35,23.892528136485986,62.336122016355624,6.826725068029363,65.91112060362299,1
55,48,47,19.984579084229832,55.57884522672253,7.401637319832863,70.49488147931153,1
64,56,55,24.61237713238523,70.98789599070585,7.205852767709162,65.79115411183972,1
54,31,84,25.46235576255726,65.24425155995583,6.740482708537824,83.8871063199768,1
78,55,64,23.64901989442928,55.7604825422011,5.792042038593925,106.90320697840656,1
72,36,32,25.433468272007264,70.89684206432139,7.348145977691367,101.01620440736005,1
63,61,35,21.203619961235766,54.455203449310424,6.692934150827087,100.71919603345407,1
66,62,39,26.70968542350344,69.732961498178,6.62879076067798,106.64783127641137,1
65,61,44,24.833797696351848,71.37996856959633,5.886320016816866,83.56541372870606,1
51,65,79,25.953155709191908,60.28788988277588,6.867740249818064,61.267430213196924,1
75,62,40,18.501667682286975,68.29438284644351,5.981607632146346,79.340362102594,1
94,53,69,19.863513750447297,66.31919333854903,5.963198049527798,102.44619347380365,1
81,53,38,21.085550683249057,53.344630635163455,6.640818982807283,89.07821022189944,1
60,50,50,21.993942051830206,58.47103757127969,5.661907472231376,103.83069135079458,1
91,49,66,23.394356935847878,56.03791364403418,7.280473243591542,65.74531716809551,1
53,47,88,24.641349920989203,67.9228772772026,7.261790321089505,62.48029541747414,1
64,56,44,19.949212670645167,76.17877656457689,5.6742185789228685,84.36922208360214,1
75,55,75,26.653956589238096,63.34557298482623,6.478096800898566,77.58249361709527,1
91,48,46,20.693088038709547,62.92574826146812,6.124383767572776,96.2555579966658,1
98,55,64,26.871914246271672,73.7385287749005,6.702768141377127,76.96101491958919,1
85,45,53,25.60535684006978,61.851600135703876,5.602526918351996,80.09381356183698,1
65,45,87,23.250793671165916,63.9261184685638,6.73840863458431,84.01471293956779,1
56,43,72,19.01558868465259,67.8930186387698,6.469379033872615,61.343382702246764,1
69,32,81,22.782211485774255,61.87333038981292,6.726303822206036,100.28011093851191,1
98,41,55,22.72544406220846,71.21836735717001,6.00434575499106,82.33632343513203,1
75,50,57,21.85887862003215,51.61345892532134,5.54417169060236,77.89805972663824,1
62,52,46,25.551897289196503,66.51981377709693,5.806289000167912,96.40582186680831,1
52,41,69,24.927719605713783,79.26231103054235,6.64712656005342,77.0820556345301,1
95,35,42,26.076575864894277,53.5814303401459,6.155685675771636,100.78726903130604,1
79,69,36,22.999475521526684,67.51757867783405,5.913987202490116,102.5702873945737,1
86,36,88,24.123459723862698,58.22361091457602,7.155350389562543,96.99339133002017,1
86,38,44,19.264924151959885,58.59421213233751,6.536154330395123,97.40080383497012,1
60,67,37,26.357371933775745,72.16230528847791,6.112535774009229,73.25406421692863,1
59,41,67,22.74829175944949,57.76712824379419,5.605653372729444,96.30424257419253,1
66,32,60,22.792238170955077,66.93249763339243,6.7011663939742725,68.31276651748503,1
91,50,51,26.085197476508988,67.48058439663748,5.748214735427554,66.07074527524861,1
59,63,35,19.7282103222271,70.00056955677539,6.746759131919815,90.12345852286333,1
58,31,37,20.516726866438855,54.09110982402697,6.956024515592395,100.65738275839925,1
97,37,65,18.7646966090052,63.08738079071472,6.816614879012124,81.88584124667707,1
70,51,50,19.231606499277213,52.09158277501189,7.286809458175974,79.39171347855472,1
58,30,55,24.634191725609753,51.101388304492,6.449538012087302,76.81616971351667,1
55,46,80,24.66597222959963,64.55053962572124,5.670806060325443,108.62306950139511,1
55,50,86,20.129488044367566,64.50494255320412,6.358298983916644,63.74479210009919,1
81,41,77,19.028134247322562,57.66060050686704,7.155952927004503,78.89970193130765,1
91,55,54,19.07289398556516,51.093831524768554,5.605487904324435,101.70820541042207,1
78,60,36,21.94109898428621,75.31980415826075,6.024816752978603,81.08563087629582,1
83,49,64,25.747190432239456,60.38590660040983,6.807573502248923,77.50993405116095,1
57,59,73,20.08221878033468,62.127249263211176,7.486530392859493,103.42785141247305,1
75,65,62,23.40712934405657,71.0259709173164,6.070411605360828,91.53852100863104,1
86,59,48,19.813175289481798,57.95625610990487,5.839518402785653,64.7820348011858,1
83,37,47,26.215207203670758,68.31089023454471,6.592814148424264,72.48720896146776,1
78,32,55,22.637746691949392,53.07101253749628,7.003541575365956,105.31167597175693,1
93,57,47,21.392875505581575,68.09639186298513,5.65943014637457,94.15571428615232,1
75,55,53,21.112729721777423,51.05645520576571,6.992359277104544,100.10191351414343,1
64,66,42,23.838146580216282,76.97746754867607,6.747010622494674,66.5643986002412,1
99,44,71,22.28690116986214,70.09263353654744,6.304746101444936,74.90034285968777,1
64,65,50,21.35699852010177,56.27111112157767,6.891589933881491,107.21044191730539,1
72,58,50,22.21701295132021,54.438750023282175,7.469308955181679,70.45486822948071,1
72,45,59,24.92155019843752,62.76516977815528,6.630831879505076,61.050457849318036,1
74,41,55,25.349897188814612,76.55716636122696,5.67341313519128,86.91815510505114,1
77,64,34,26.792689915139604,55.60794288324341,6.390548049529409,84.40587717168674,1
63,40,71,21.857798512876787,68.85506510708612,5.930311243248111,91.37339493830365,1
86,39,72,25.181982316973016,72.1563816019089,5.627589112507196,79.36115706051035,1
59,41,83,26.846521915992305,69.28332240439784,6.935352315586999,108.83088186575046,1
61,63,65,23.65985607289358,69.21142239932723,7.201008456657194,97.04346341926089,1
83,43,33,22.403045292749272,54.00033401949111,5.985088553165942,74.5846725360793,1
65,41,81,20.699364577257597,64.2292599460529,5.836040104385357,77.73986448281943,1
97,56,53,23.24976523365784,76.53030283913863,5.803485825906105,89.8904006700757,1
87,52,51,18.697346764131474,58.469415026321606,6.670593656668623,72.8206513849471,1
98,53,69,23.95208411050252,51.15202631979034,6.236500214790266,108.95159203958337,1
92,63,84,26.189371423437468,71.51785627597269,6.664140262248447,99.89023406705363,1
64,56,33,26.449892776280457,58.84837472127026,6.450927212338241,97.84638296707207,1
98,51,79,25.766636609817166,64.41679822508804,5.637507812844975,87.48586275816555,1
53,60,73,19.835951432484485,74.79393828476549,6.615377382370905,62.730515160673455,1
77,45,66,21.61527203483799,65.08250574828837,7.178906468419101,92.54166107807424,1
94,47,43,19.161641222377934,58.93578195170634,7.060096174080087,83.58131825976308,1
56,33,88,26.45931935597138,60.29080137770073,7.476248151909271,84.26152278826781,1
62,68,34,22.052126580053557,57.642461220101566,6.203769668694013,95.28076523921465,1
70,37,30,24.484110673164807,58.45475009886416,5.868602793900198,61.968093990986475,1
58,46,34,18.17503245331273,55.66382083320333,6.328816795436991,106.79130667014114,1
92,48,65,23.05741728167697,53.35803734404368,6.719011782009966,88.42159771652517,1
92,65,87,20.257861245444996,65.28969352411282,7.317730812638008,99.25949422114206,1
76,50,57,26.342168059312776,78.86175496824055,6.517918080844095,82.64124026421634,1
74,57,34,19.285328740255807,67.39488728143175,6.065100535037278,73.95041451738983,1
82,30,74,18.494696761558398,67.35625454610594,5.665144316070554,67.72604149952595,1
94,67,74,20.329131675280717,59.49371392623249,5.673934040511866,75.16098919221253,1
97,52,35,21.013904611232864,67.12561808836284,7.319190782221889,60.30919113204483,1
51,48,48,24.117343007191508,67.10544895264081,6.720392017971669,107.11857197342073,1
58,46,56,20.318687988871762,63.49831022806579,6.885817822049535,96.65801890683997,1
88,47,82,26.602588324576473,57.10145917534609,7.265230915034492,64.84893812580476,1
53,67,54,25.679854679999274,64.94999084882711,6.70649084536806,71.36305267798312,1
73,43,34,22.636503255479298,79.70855511754823,6.722683312495453,78.54868562960846,1
73,40,64,18.122955169235485,76.87179066545343,5.557888633486734,71.98228924787783,1
77,53,89,25.146130052393666,67.29466709419597,6.1841388693151105,100.49893718417363,1
50,50,78,24.75538611069714,57.07989817727713,5.787089511887536,69.27044251870271,1
88,51,47,25.603178230693317,52.388152309775165,6.913912636986845,92.71732298264288,1
98,58,47,25.811816640578126,67.49317271839695,6.936028356254003,78.60217839061036,1
67,67,88,21.55031451754972,76.01180547136842,5.987990604704945,108.3367113767554,1
84,47,34,22.62559902021637,70.70369353046024,7.174899190166924,76.14948415884342,1
77,41,31,22.734846119263878,70.63307619097205,6.04694903074996,96.82365873095364,1
87,33,44,21.476589346309908,60.604195761821614,6.131266430734304,84.5509881334455,1
54,67,89,26.774138455292114,62.333402509845456,6.389425553716672,88.827249497557,1
66,33,36,24.131538994791903,71.47954080625172,6.714648833586132,64.4289169818322,1
83,35,79,23.365283845949072,72.18743531665228,5.921939781239901,102.08110037713871,1
63,35,79,21.756524616054904,59.29006611203877,7.375651599970134,93.85724833358347,1
52,41,58,21.130401126897414,68.60704546883362,6.5896021705521965,66.2821746206157,1
88,53,46,20.44028028042529,72.80984664212413,6.944822768927089,60.36959507221465,1
62,48,50,21.518256841570462,79.2936958830623,7.409332713758138,100.00687913760379,1
86,69,77,20.85213723948562,58.00383648301492,6.511851600292788,98.88639550338965,1
53,43,42,21.23708005100761,70.61703030382048,6.12566839504844,63.04527716175914,1
90,31,86,24.999457401652954,56.77518896670176,5.852049510082267,103.31164351338352,1
71,32,64,25.344831176228354,79.5171909169149,7.319487373425368,102.58951693302708,1
62,41,42,26.23588609041027,54.69086424934625,7.003596327173866,88.41343081343842,1
94,64,32,20.34637896719567,65.54839162066133,6.944432197347292,68.70783461976981,1
59,63,32,18.460489558009282,56.98575670628283,6.484003458864166,75.51176418723524,1
90,61,49,20.905288141030653,57.74322929520244,6.427970834880762,66.66421290410865,1
66,40,35,24.36858527166482,53.186414827653685,7.051754508939386,100.39786640545094,1
71,49,54,21.94784116592386,51.16270806662548,6.499096670409342,98.23881210625446,1
82,51,79,22.758365878956475,51.03130575055176,6.777926043946569,64.07236064455796,1
79,60,39,20.38601925373634,62.96031676791088,7.49809899620729,71.01636967187913,1
65,67,64,22.396882197962313,65.72588813189923,6.833870835114434,73.35720349353247,1
54,57,82,19.161775756282157,72.26896270201833,6.7862087052357,75.78717012420185,1
94,56,55,20.317312948432225,54.06984401481133,6.020096080504867,79.25290278594808,1
72,57,63,26.725418094655602,63.61778409265388,6.513999240286695,88.60859808918849,1
78,68,33,22.17600385376784,73.6728833494627,6.70578576521087,92.71102310145065,1
87,40,56,20.007088411803597,62.236878121146404,6.195564806097774,61.08227806734918,1
